code,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
500,0.0,0.16860232726054325,0.0,0.0,0.0655619072163866,0.11407845640253797,0.07495454592458022,0.0,0.02469732290937423,0.10039685349314281,0.0,0.025045497461807516,0.11889875675876739,0.11969932563454791,0.04898653357362987,0.07708889138835531,0.07092065470315405
501,0.12711175774754424,0.11482792930530222,0.0940263619688257,0.1300549579894749,0.1229344504442897,0.11851704191749958,0.11897419668103121,0.09883692859928989,0.11185805007527418,0.09115288793248551,0.09777337315721467,0.09669892259325592,0.10053176244120143,0.105324977514634,0.1102338356756646,0.10922557544874062,0.10925902591537692
502,0.0,0.0,0.0,0.0,0.36783416024981297,0.0,0.0,0.0,0.0,0.13005902815921372,0.17574980660408188,0.0,0.2226482593506022,0.1302103318611757,0.0,0.14804002772169159,0.0
503,0.0,0.0,0.0,0.0,0.26131133264131934,0.0,0.0,0.0,0.0,0.11472820612580893,0.11141892092048589,0.136783391168929,0.07603815476729277,0.061323569105553435,0.057011486183994556,0.08112895241902936,0.14325829013010116
504,0.0524008816187757,0.05936417898054108,0.09237845069867166,0.057974269232434136,0.071263604746075,0.07186628673138461,0.04870087469585682,0.05517935677630427,0.06517425831878053,0.08935769456536007,0.06793480856690426,0.04430961521881721,0.072658633357467,0.07002271161179639,0.06083878860574616,0.07104339305765242,0.07143289858028318
505,0.0,0.0,0.05132285726635014,0.08738696048851198,0.12294243729874087,0.06041372819441622,0.05661288764526916,0.05816732796685429,0.06183223879559601,0.08426019327526041,0.10269313243473419,0.07800878190292956,0.05499293730873378,0.0671673702115417,0.06995436262715764,0.05670586360344518,0.08228037739051872
506,0.02408370736931996,0.04546773290320872,0.06452738558365159,0.08906020458637087,0.0581836512077986,0.029902646631606255,0.08445355552288901,0.06837095353274031,0.050823023280210565,0.04414504462067624,0.07548377493629867,0.05371576785510486,0.07967547172781245,0.08333865578905678,0.06810658833975061,0.07202053906289994,0.06842928750988762
507,0.7773276849596338,0.0,0.0,0.16460509526686454,0.0,0.0,0.130688512369748,0.19821262513339963,0.06664583425675269,0.1171094760250572,0.056251095658977956,0.0922471226496371,0.07714977773307437,0.07713690662086475,0.09801773015760398,0.06291538080141697,0.14056890501835706
508,0.0,0.0,0.04850469228087222,0.10986403011049371,0.07025495483578637,0.1078342412007348,0.0274626774128775,0.0999739557848978,0.05994975832813658,0.07292276086391626,0.09018636562784704,0.09107225990628473,0.07993735765702628,0.05676259478357101,0.1008792631439979,0.06347682411910797,0.10455052919292149
509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12649923560908838,0.05658750663574155,0.03791955021420524,0.15580681627800633,0.0,0.08769207566365812,0.03127245687817727,0.04053611676350708
510,0.0,0.07673466148789292,0.07008541477911655,0.09133533023734614,0.10778364295253504,0.13041421196891403,0.05478188927790566,0.08276339820828693,0.0698278856678346,0.06957299876217753,0.062368154299271124,0.06126165875930186,0.07229682318487111,0.06393168825214508,0.07733250691274911,0.06916237703792441,0.059733487852023155
511,0.13412299288244897,0.08065216757333896,0.03687510551695778,0.08229963133898835,0.07401842090505492,0.06724598791325496,0.07481527113642313,0.07700885926135985,0.061607356002188585,0.0635510458356651,0.07803077736167763,0.06777819045784121,0.08745390878645483,0.059627764573212304,0.07314474223031668,0.0872984499773634,0.0916938036945658
512,0.0,0.1088523120062981,0.13453412823270688,0.0894548088335999,0.1036838594550896,0.09791042648096411,0.03624225815308915,0.04535100571114403,0.09323660823705433,0.04768250945206423,0.10102675564149498,0.07483203547918861,0.10624473176361512,0.04665991079080141,0.055689189425870096,0.07068319080993408,0.07315914202397
513,0.0,0.0,0.24689252082189375,0.24019654459931497,0.0,0.0,0.08566563534871473,0.18095997601241698,0.05553990574176141,0.16105472505068494,0.12398419303056137,0.13394390702953066,0.19122454129159658,0.14131924987418848,0.07230318232093791,0.05401205163209813,0.06805670652982623
514,0.31978105474935536,0.0,0.0,0.0,0.19926662369524994,0.15751485843295898,0.1626301301443793,0.045209598874753856,0.06287947844869063,0.01658229840220468,0.07243582746179843,0.08516209980423717,0.10283482904366247,0.06970517319513173,0.0844887719977145,0.038752852692004784,0.1144331971914813
515,0.0,0.0,0.0,0.06269315506169103,0.08814622779273709,0.060472650856860266,0.06281888716531653,0.059175868706633744,0.055956089811528865,0.07378855670674675,0.04664774094185729,0.07652214867632008,0.06978416899974135,0.072376457137658,0.08105893196370267,0.06955775928223842,0.07220601000980291
516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,0.0,0.0,0.053571384952278,0.0,0.024146384055072852,0.0,0.06912301824093961,0.05232311378671309,0.0686981869040821,0.0775743960719449,0.04900948682016123,0.058730746142362095,0.10064105071468121,0.07131998236638892,0.0728965823127079,0.06213564989770586,0.07673215553160787
518,0.0,0.0,0.0,0.0,0.24655283808929274,0.0,0.07676966236919915,0.15970003994577203,0.057662682006296734,0.11592326545316115,0.07746601523701757,0.09050123774560784,0.07562858770588318,0.14054660811313083,0.05594956019511904,0.0783154496018175,0.06876094624012004
519,0.0,0.0,0.0,0.0,0.19132030667903016,0.0,0.0,0.05562806315859288,0.04305109449490335,0.07743407137053822,0.15220386215917275,0.06543437575487483,0.11450747866695847,0.1421694634023042,0.08454685721286959,0.07634964974202643,0.08821278119979371
520,0.0,0.0,0.7292290573741926,0.0,0.0,0.0,0.21553633233747643,0.20653282719843638,0.0,0.0,0.15926546724607343,0.09901800244779617,0.0,0.08917546477258707,0.1855824467712755,0.11037757156731327,0.08321899670796548
521,0.0,0.0,0.0,0.1688011388452564,0.0,0.0,0.08966860920767689,0.06592968905245403,0.10599357747209613,0.05750205807874219,0.08147405820841214,0.07352654834768078,0.07510681724398792,0.08758041724357304,0.10853883821320982,0.07363113931566158,0.09271603128534182
522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14244969470944055,0.0,0.18344533541187125,0.07355452014283148,0.07286836608860497,0.11334686786777995,0.0755273067308135,0.06529432202299108
523,0.0,0.0,0.0,0.11737019310756333,0.0,0.13544785958036548,0.06582330290439806,0.08012904059393668,0.06745725284648692,0.07082256306902852,0.12378906112815141,0.045211351610545764,0.09788218205245276,0.049596838446028586,0.05089246543814542,0.15329790973335164,0.06755889591041671
524,0.06522807901978857,0.07807497626618112,0.07144035734421839,0.07332507747994946,0.0933418389942026,0.07215696077695463,0.09698734845960108,0.09415127652401871,0.07379700660465457,0.0809331114980535,0.079808122035794,0.08215011143418752,0.08607501461222097,0.08127291248464863,0.0841696113003795,0.1017593184295382,0.11124206351717826
525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17125399720886883,0.0,0.17919552971408206,0.1790746488970962,0.20900521287649795,0.0,0.268165830767194
526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,0.0,0.0,0.0,0.09615856611047195,0.05355517374685023,0.12046616039741359,0.07546540450231483,0.07583355492705139,0.04829747509326448,0.08963638984793632,0.07739106699189637,0.045872878313369385,0.0754449479931452,0.08401203082799939,0.10586268265800276,0.08603058506108244,0.09692321423267422
