code,year,sinclair_present,years_before
565,2020,FALSE,-99
566,2004,FALSE,-99
566,2005,FALSE,-99
566,2006,FALSE,-99
566,2007,FALSE,-99
566,2008,FALSE,-99
566,2009,FALSE,-99
566,2010,FALSE,-99
566,2011,FALSE,-99
566,2012,FALSE,-99
566,2013,FALSE,-99
566,2014,FALSE,-99
566,2015,FALSE,-99
566,2016,FALSE,-99
566,2017,FALSE,-99
566,2018,FALSE,-99
566,2019,FALSE,-99
566,2020,FALSE,-99
567,2004,TRUE,-0
567,2005,TRUE,1
567,2006,TRUE,2
567,2007,TRUE,3
567,2008,TRUE,4
567,2009,TRUE,5
567,2010,TRUE,6
567,2011,TRUE,7
567,2012,TRUE,8
567,2013,TRUE,9
567,2014,TRUE,10
567,2015,TRUE,11
567,2016,TRUE,12
567,2017,TRUE,13
567,2018,TRUE,14
567,2019,TRUE,15
567,2020,TRUE,16
569,2004,FALSE,-8
569,2005,FALSE,-7
569,2006,FALSE,-6
569,2007,FALSE,-5
569,2008,FALSE,-4
569,2009,FALSE,-3
569,2010,FALSE,-2
569,2011,FALSE,-1
569,2012,TRUE,-0
569,2013,TRUE,1
569,2014,TRUE,2
569,2015,TRUE,3
569,2016,TRUE,4
569,2017,TRUE,5
569,2018,TRUE,6
569,2019,TRUE,7
569,2020,TRUE,8
570,2004,FALSE,-9
570,2005,FALSE,-8
570,2006,FALSE,-7
570,2007,FALSE,-6
570,2008,FALSE,-5
570,2009,FALSE,-4
570,2010,FALSE,-3
570,2011,FALSE,-2
570,2012,FALSE,-1
570,2013,TRUE,-0
570,2014,TRUE,1
570,2015,TRUE,2
570,2016,TRUE,3
570,2017,TRUE,4
570,2018,TRUE,5
570,2019,TRUE,6
570,2020,TRUE,7
571,2004,FALSE,-99
571,2005,FALSE,-99
571,2006,FALSE,-99
571,2007,FALSE,-99
571,2008,FALSE,-99
571,2009,FALSE,-99
571,2010,FALSE,-99
571,2011,FALSE,-99
571,2012,FALSE,-99
571,2013,FALSE,-99
571,2014,FALSE,-99
571,2015,FALSE,-99
571,2016,FALSE,-99
571,2017,FALSE,-99
571,2018,FALSE,-99
571,2019,FALSE,-99
571,2020,FALSE,-99
573,2004,FALSE,-10
573,2005,FALSE,-9
573,2006,FALSE,-8
573,2007,FALSE,-7
573,2008,FALSE,-6
573,2009,FALSE,-5
573,2010,FALSE,-4
573,2011,FALSE,-3
573,2012,FALSE,-2
573,2013,FALSE,-1
573,2014,TRUE,-0
573,2015,TRUE,1
573,2016,TRUE,2
573,2017,TRUE,3
573,2018,TRUE,4
573,2019,TRUE,5
573,2020,TRUE,6
574,2004,FALSE,-9
574,2005,FALSE,-8
574,2006,FALSE,-7
574,2007,FALSE,-6
574,2008,FALSE,-5
574,2009,FALSE,-4
574,2010,FALSE,-3
574,2011,FALSE,-2
574,2012,FALSE,-1
574,2013,TRUE,-0
574,2014,TRUE,1
574,2015,TRUE,2
574,2016,TRUE,3
574,2017,TRUE,4
574,2018,TRUE,5
574,2019,TRUE,6
574,2020,TRUE,7
575,2004,FALSE,-7
575,2005,FALSE,-6
575,2006,FALSE,-5
575,2007,FALSE,-4
575,2008,FALSE,-3
575,2009,FALSE,-2
575,2010,FALSE,-1
575,2011,TRUE,-0
575,2012,TRUE,1
575,2013,TRUE,2
575,2014,TRUE,3
575,2015,TRUE,4
575,2016,TRUE,5
575,2017,TRUE,6
575,2018,TRUE,7
575,2019,TRUE,8
575,2020,TRUE,9
576,2004,FALSE,-99
576,2005,FALSE,-99
576,2006,FALSE,-99
576,2007,FALSE,-99
576,2008,FALSE,-99
576,2009,FALSE,-99
576,2010,FALSE,-99
576,2011,FALSE,-99
576,2012,FALSE,-99
576,2013,FALSE,-99
576,2014,FALSE,-99
576,2015,FALSE,-99
576,2016,FALSE,-99
576,2017,FALSE,-99
576,2018,FALSE,-99
576,2019,FALSE,-99
576,2020,FALSE,-99
577,2004,FALSE,-10
577,2005,FALSE,-9
577,2006,FALSE,-8
577,2007,FALSE,-7
577,2008,FALSE,-6
577,2009,FALSE,-5
577,2010,FALSE,-4
577,2011,FALSE,-3
577,2012,FALSE,-2
577,2013,FALSE,-1
577,2014,TRUE,-0
577,2015,TRUE,1
577,2016,TRUE,2
577,2017,TRUE,3
577,2018,TRUE,4
577,2019,TRUE,5
577,2020,TRUE,6
581,2004,FALSE,-99
581,2005,FALSE,-99
581,2006,FALSE,-99
581,2007,FALSE,-99
581,2008,FALSE,-99
581,2009,FALSE,-99
581,2010,FALSE,-99
581,2011,FALSE,-99
581,2012,FALSE,-99
581,2013,FALSE,-99
581,2014,FALSE,-99
581,2015,FALSE,-99
581,2016,FALSE,-99
581,2017,FALSE,-99
581,2018,FALSE,-99
581,2019,FALSE,-99
581,2020,FALSE,-99
582,2004,FALSE,-99
582,2005,FALSE,-99
582,2006,FALSE,-99
582,2007,FALSE,-99
582,2008,FALSE,-99
582,2009,FALSE,-99
582,2010,FALSE,-99
582,2011,FALSE,-99
582,2012,FALSE,-99
582,2013,FALSE,-99
582,2014,FALSE,-99
582,2015,FALSE,-99
582,2016,FALSE,-99
582,2017,FALSE,-99
582,2018,FALSE,-99
582,2019,FALSE,-99
582,2020,FALSE,-99
583,2004,FALSE,-99
583,2005,FALSE,-99
583,2006,FALSE,-99
583,2007,FALSE,-99
583,2008,FALSE,-99
583,2009,FALSE,-99
583,2010,FALSE,-99
583,2011,FALSE,-99
583,2012,FALSE,-99
583,2013,FALSE,-99
583,2014,FALSE,-99
583,2015,FALSE,-99
583,2016,FALSE,-99
583,2017,FALSE,-99
583,2018,FALSE,-99
583,2019,FALSE,-99
583,2020,FALSE,-99
584,2004,FALSE,-99
584,2005,FALSE,-99
584,2006,FALSE,-99
584,2007,FALSE,-99
584,2008,FALSE,-99
584,2009,FALSE,-99
584,2010,FALSE,-99
584,2011,FALSE,-99
584,2012,FALSE,-99
584,2013,FALSE,-99
584,2014,FALSE,-99
584,2015,FALSE,-99
584,2016,FALSE,-99
584,2017,FALSE,-99
584,2018,FALSE,-99
584,2019,FALSE,-99
584,2020,FALSE,-99
588,2004,FALSE,-12
588,2005,FALSE,-11
588,2006,FALSE,-10
588,2007,FALSE,-9
588,2008,FALSE,-8
588,2009,FALSE,-7
588,2010,FALSE,-6
588,2011,FALSE,-5
588,2012,FALSE,-4
588,2013,FALSE,-3
588,2014,FALSE,-2
588,2015,FALSE,-1
588,2016,TRUE,-0
588,2017,TRUE,1
588,2018,TRUE,2
588,2019,TRUE,3
588,2020,TRUE,4
592,2004,FALSE,-10
592,2005,FALSE,-9
592,2006,FALSE,-8
592,2007,FALSE,-7
592,2008,FALSE,-6
592,2009,FALSE,-5
592,2010,FALSE,-4
592,2011,FALSE,-3
592,2012,FALSE,-2
592,2013,FALSE,-1
592,2014,TRUE,-0
592,2015,TRUE,1
592,2016,TRUE,2
592,2017,TRUE,3
592,2018,TRUE,4
592,2019,TRUE,5
592,2020,TRUE,6
596,2004,FALSE,-99
596,2005,FALSE,-99
596,2006,FALSE,-99
596,2007,FALSE,-99
596,2008,FALSE,-99
596,2009,FALSE,-99
596,2010,FALSE,-99
596,2011,FALSE,-99
596,2012,FALSE,-99
596,2013,FALSE,-99
596,2014,FALSE,-99
596,2015,FALSE,-99
596,2016,FALSE,-99
596,2017,FALSE,-99
596,2018,FALSE,-99
596,2019,FALSE,-99
596,2020,FALSE,-99
597,2004,FALSE,-99
597,2005,FALSE,-99
597,2006,FALSE,-99
597,2007,FALSE,-99
597,2008,FALSE,-99
597,2009,FALSE,-99
597,2010,FALSE,-99
597,2011,FALSE,-99
597,2012,FALSE,-99
597,2013,FALSE,-99
597,2014,FALSE,-99
597,2015,FALSE,-99
597,2016,FALSE,-99
597,2017,FALSE,-99
597,2018,FALSE,-99
597,2019,FALSE,-99
597,2020,FALSE,-99
598,2004,FALSE,-99
598,2005,FALSE,-99
598,2006,FALSE,-99
598,2007,FALSE,-99
598,2008,FALSE,-99
598,2009,FALSE,-99
598,2010,FALSE,-99
598,2011,FALSE,-99
598,2012,FALSE,-99
598,2013,FALSE,-99
598,2014,FALSE,-99
598,2015,FALSE,-99
598,2016,FALSE,-99
598,2017,FALSE,-99
598,2018,FALSE,-99
598,2019,FALSE,-99
598,2020,FALSE,-99
600,2004,FALSE,-12
600,2005,FALSE,-11
600,2006,FALSE,-10
600,2007,FALSE,-9
600,2008,FALSE,-8
600,2009,FALSE,-7
600,2010,FALSE,-6
600,2011,FALSE,-5
600,2012,FALSE,-4
600,2013,FALSE,-3
600,2014,FALSE,-2
600,2015,FALSE,-1
600,2016,TRUE,-0
600,2017,TRUE,1
600,2018,TRUE,2
600,2019,TRUE,3
600,2020,TRUE,4
602,2004,FALSE,-99
602,2005,FALSE,-99
602,2006,FALSE,-99
602,2007,FALSE,-99
602,2008,FALSE,-99
602,2009,FALSE,-99
602,2010,FALSE,-99
602,2011,FALSE,-99
602,2012,FALSE,-99
602,2013,FALSE,-99
602,2014,FALSE,-99
602,2015,FALSE,-99
602,2016,FALSE,-99
602,2017,FALSE,-99
602,2018,FALSE,-99
602,2019,FALSE,-99
602,2020,FALSE,-99
603,2004,FALSE,-99
603,2005,FALSE,-99
603,2006,FALSE,-99
603,2007,FALSE,-99
603,2008,FALSE,-99
603,2009,FALSE,-99
603,2010,FALSE,-99
603,2011,FALSE,-99
603,2012,FALSE,-99
603,2013,FALSE,-99
603,2014,FALSE,-99
603,2015,FALSE,-99
603,2016,FALSE,-99
603,2017,FALSE,-99
603,2018,FALSE,-99
603,2019,FALSE,-99
603,2020,FALSE,-99
604,2004,FALSE,-9
604,2005,FALSE,-8
604,2006,FALSE,-7
604,2007,FALSE,-6
604,2008,FALSE,-5
604,2009,FALSE,-4
604,2010,FALSE,-3
604,2011,FALSE,-2
604,2012,FALSE,-1
604,2013,TRUE,-0
604,2014,TRUE,1
604,2015,TRUE,2
604,2016,TRUE,3
604,2017,TRUE,4
604,2018,TRUE,5
604,2019,TRUE,6
604,2020,TRUE,7
605,2004,FALSE,-99
605,2005,FALSE,-99
605,2006,FALSE,-99
605,2007,FALSE,-99
605,2008,FALSE,-99
605,2009,FALSE,-99
605,2010,FALSE,-99
605,2011,FALSE,-99
605,2012,FALSE,-99
605,2013,FALSE,-99
605,2014,FALSE,-99
605,2015,FALSE,-99
605,2016,FALSE,-99
605,2017,FALSE,-99
605,2018,FALSE,-99
605,2019,FALSE,-99
605,2020,FALSE,-99
606,2004,FALSE,-99
606,2005,FALSE,-99
606,2006,FALSE,-99
606,2007,FALSE,-99
606,2008,FALSE,-99
606,2009,FALSE,-99
606,2010,FALSE,-99
606,2011,FALSE,-99
606,2012,FALSE,-99
606,2013,FALSE,-99
606,2014,FALSE,-99
606,2015,FALSE,-99
606,2016,FALSE,-99
606,2017,FALSE,-99
606,2018,FALSE,-99
606,2019,FALSE,-99
606,2020,FALSE,-99
609,2004,TRUE,-0
609,2005,TRUE,1
609,2006,TRUE,2
609,2007,TRUE,3
609,2008,TRUE,4
609,2009,TRUE,5
609,2010,TRUE,6
609,2011,TRUE,7
609,2012,TRUE,8
609,2013,TRUE,9
609,2014,TRUE,10
609,2015,TRUE,11
609,2016,TRUE,12
609,2017,TRUE,13
609,2018,TRUE,14
609,2019,TRUE,15
609,2020,TRUE,16
610,2004,FALSE,-99
610,2005,FALSE,-99
610,2006,FALSE,-99
610,2007,FALSE,-99
610,2008,FALSE,-99
610,2009,FALSE,-99
610,2010,FALSE,-99
610,2011,FALSE,-99
610,2012,FALSE,-99
610,2013,FALSE,-99
610,2014,FALSE,-99
610,2015,FALSE,-99
610,2016,FALSE,-99
610,2017,FALSE,-99
610,2018,FALSE,-99
610,2019,FALSE,-99
610,2020,FALSE,-99
611,2004,FALSE,-99
611,2005,FALSE,-99
611,2006,FALSE,-99
611,2007,FALSE,-99
611,2008,FALSE,-99
611,2009,FALSE,-99
611,2010,FALSE,-99
611,2011,FALSE,-99
611,2012,FALSE,-99
611,2013,FALSE,-99
611,2014,FALSE,-99
611,2015,FALSE,-99
611,2016,FALSE,-99
611,2017,FALSE,-99
611,2018,FALSE,-99
611,2019,FALSE,-99
611,2020,FALSE,-99
612,2004,FALSE,-99
612,2005,FALSE,-99
612,2006,FALSE,-99
612,2007,FALSE,-99
612,2008,FALSE,-99
612,2009,FALSE,-99
612,2010,FALSE,-99
612,2011,FALSE,-99
612,2012,FALSE,-99
612,2013,FALSE,-99
612,2014,FALSE,-99
612,2015,FALSE,-99
612,2016,FALSE,-99
612,2017,FALSE,-99
612,2018,FALSE,-99
612,2019,FALSE,-99
612,2020,FALSE,-99
613,2004,TRUE,-0
613,2005,TRUE,1
613,2006,TRUE,2
613,2007,TRUE,3
613,2008,TRUE,4
613,2009,TRUE,5
613,2010,TRUE,6
613,2011,TRUE,7
613,2012,TRUE,8
613,2013,TRUE,9
613,2014,TRUE,10
613,2015,TRUE,11
613,2016,TRUE,12
613,2017,TRUE,13
613,2018,TRUE,14
613,2019,TRUE,15
613,2020,TRUE,16
616,2004,TRUE,-0
616,2005,FALSE,1
616,2006,FALSE,2
616,2007,FALSE,3
616,2008,FALSE,4
616,2009,FALSE,5
616,2010,FALSE,6
616,2011,FALSE,7
616,2012,FALSE,8
616,2013,FALSE,9
616,2014,FALSE,10
616,2015,FALSE,11
616,2016,FALSE,12
616,2017,FALSE,13
616,2018,FALSE,14
616,2019,FALSE,15
616,2020,FALSE,16
617,2004,TRUE,-0
617,2005,TRUE,1
617,2006,TRUE,2
617,2007,TRUE,3
617,2008,TRUE,4
617,2009,TRUE,5
617,2010,TRUE,6
617,2011,TRUE,7
617,2012,TRUE,8
617,2013,TRUE,9
617,2014,TRUE,10
617,2015,TRUE,11
617,2016,TRUE,12
617,2017,TRUE,13
617,2018,TRUE,14
617,2019,TRUE,15
617,2020,TRUE,16
618,2004,FALSE,-99
618,2005,FALSE,-99
618,2006,FALSE,-99
618,2007,FALSE,-99
618,2008,FALSE,-99
618,2009,FALSE,-99
618,2010,FALSE,-99
618,2011,FALSE,-99
618,2012,FALSE,-99
618,2013,FALSE,-99
618,2014,FALSE,-99
618,2015,FALSE,-99
618,2016,FALSE,-99
618,2017,FALSE,-99
618,2018,FALSE,-99
618,2019,FALSE,-99
618,2020,FALSE,-99
619,2004,TRUE,-0
619,2005,TRUE,1
619,2006,TRUE,2
619,2007,FALSE,3
619,2008,FALSE,4
619,2009,FALSE,5
619,2010,FALSE,6
619,2011,FALSE,7
619,2012,FALSE,8
619,2013,FALSE,9
619,2014,FALSE,10
619,2015,FALSE,11
619,2016,FALSE,12
619,2017,FALSE,13
619,2018,FALSE,14
619,2019,FALSE,15
619,2020,FALSE,16
622,2004,FALSE,-99
622,2005,FALSE,-99
622,2006,FALSE,-99
622,2007,FALSE,-99
622,2008,FALSE,-99
622,2009,FALSE,-99
622,2010,FALSE,-99
622,2011,FALSE,-99
622,2012,FALSE,-99
622,2013,FALSE,-99
622,2014,FALSE,-99
622,2015,FALSE,-99
622,2016,FALSE,-99
622,2017,FALSE,-99
622,2018,FALSE,-99
622,2019,FALSE,-99
622,2020,FALSE,-99
623,2004,FALSE,-99
623,2005,FALSE,-99
623,2006,FALSE,-99
623,2007,FALSE,-99
623,2008,FALSE,-99
623,2009,FALSE,-99
623,2010,FALSE,-99
623,2011,FALSE,-99
623,2012,FALSE,-99
623,2013,FALSE,-99
623,2014,FALSE,-99
623,2015,FALSE,-99
623,2016,FALSE,-99
623,2017,FALSE,-99
623,2018,FALSE,-99
623,2019,FALSE,-99
623,2020,FALSE,-99
624,2004,FALSE,-9
624,2005,FALSE,-8
624,2006,FALSE,-7
624,2007,FALSE,-6
624,2008,FALSE,-5
624,2009,FALSE,-4
624,2010,FALSE,-3
624,2011,FALSE,-2
624,2012,FALSE,-1
624,2013,TRUE,-0
624,2014,TRUE,1
624,2015,TRUE,2
624,2016,TRUE,3
624,2017,TRUE,4
624,2018,TRUE,5
624,2019,TRUE,6
624,2020,TRUE,7
625,2004,FALSE,-99
625,2005,FALSE,-99
625,2006,FALSE,-99
625,2007,FALSE,-99
625,2008,FALSE,-99
625,2009,FALSE,-99
625,2010,FALSE,-99
625,2011,FALSE,-99
625,2012,FALSE,-99
625,2013,FALSE,-99
625,2014,FALSE,-99
625,2015,FALSE,-99
625,2016,FALSE,-99
625,2017,FALSE,-99
625,2018,FALSE,-99
625,2019,FALSE,-99
625,2020,FALSE,-99
626,2004,FALSE,-99
626,2005,FALSE,-99
626,2006,FALSE,-99
626,2007,FALSE,-99
626,2008,FALSE,-99
626,2009,FALSE,-99
626,2010,FALSE,-99
626,2011,FALSE,-99
626,2012,FALSE,-99
626,2013,FALSE,-99
626,2014,FALSE,-99
626,2015,FALSE,-99
626,2016,FALSE,-99
626,2017,FALSE,-99
626,2018,FALSE,-99
626,2019,FALSE,-99
626,2020,FALSE,-99
627,2004,FALSE,-99
627,2005,FALSE,-99
627,2006,FALSE,-99
627,2007,FALSE,-99
627,2008,FALSE,-99
627,2009,FALSE,-99
627,2010,FALSE,-99
627,2011,FALSE,-99
627,2012,FALSE,-99
627,2013,FALSE,-99
627,2014,FALSE,-99
627,2015,FALSE,-99
627,2016,FALSE,-99
627,2017,FALSE,-99
627,2018,FALSE,-99
627,2019,FALSE,-99
627,2020,FALSE,-99
628,2004,FALSE,-99
628,2005,FALSE,-99
628,2006,FALSE,-99
628,2007,FALSE,-99
628,2008,FALSE,-99
628,2009,FALSE,-99
628,2010,FALSE,-99
628,2011,FALSE,-99
628,2012,FALSE,-99
628,2013,FALSE,-99
628,2014,FALSE,-99
628,2015,FALSE,-99
628,2016,FALSE,-99
628,2017,FALSE,-99
628,2018,FALSE,-99
628,2019,FALSE,-99
628,2020,FALSE,-99
630,2004,TRUE,-0
630,2005,TRUE,1
630,2006,TRUE,2
630,2007,TRUE,3
630,2008,TRUE,4
630,2009,TRUE,5
630,2010,TRUE,6
630,2011,TRUE,7
630,2012,TRUE,8
630,2013,TRUE,9
630,2014,TRUE,10
630,2015,TRUE,11
630,2016,TRUE,12
630,2017,TRUE,13
630,2018,TRUE,14
630,2019,TRUE,15
630,2020,TRUE,16
631,2004,FALSE,-9
631,2005,FALSE,-8
631,2006,FALSE,-7
631,2007,FALSE,-6
631,2008,FALSE,-5
631,2009,FALSE,-4
631,2010,FALSE,-3
631,2011,FALSE,-2
631,2012,FALSE,-1
631,2013,TRUE,-0
631,2014,TRUE,1
631,2015,TRUE,2
631,2016,TRUE,3
631,2017,TRUE,4
631,2018,TRUE,5
631,2019,TRUE,6
631,2020,TRUE,7
632,2004,TRUE,-0
632,2005,TRUE,1
632,2006,TRUE,2
632,2007,TRUE,3
632,2008,TRUE,4
632,2009,TRUE,5
632,2010,TRUE,6
632,2011,TRUE,7
632,2012,TRUE,8
632,2013,TRUE,9
632,2014,TRUE,10
632,2015,TRUE,11
632,2016,TRUE,12
632,2017,TRUE,13
632,2018,TRUE,14
632,2019,TRUE,15
632,2020,TRUE,16
633,2004,FALSE,-99
633,2005,FALSE,-99
633,2006,FALSE,-99
633,2007,FALSE,-99
633,2008,FALSE,-99
633,2009,FALSE,-99
633,2010,FALSE,-99
633,2011,FALSE,-99
633,2012,FALSE,-99
633,2013,FALSE,-99
633,2014,FALSE,-99
633,2015,FALSE,-99
633,2016,FALSE,-99
633,2017,FALSE,-99
633,2018,FALSE,-99
633,2019,FALSE,-99
633,2020,FALSE,-99
634,2004,FALSE,-9
634,2005,FALSE,-8
634,2006,FALSE,-7
634,2007,FALSE,-6
634,2008,FALSE,-5
634,2009,FALSE,-4
634,2010,FALSE,-3
634,2011,FALSE,-2
634,2012,FALSE,-1
634,2013,TRUE,-0
634,2014,TRUE,1
634,2015,TRUE,2
634,2016,TRUE,3
634,2017,TRUE,4
634,2018,TRUE,5
634,2019,TRUE,6
634,2020,TRUE,7
635,2004,FALSE,-7
635,2005,FALSE,-6
635,2006,FALSE,-5
635,2007,FALSE,-4
635,2008,FALSE,-3
635,2009,FALSE,-2
635,2010,FALSE,-1
635,2011,TRUE,-0
635,2012,TRUE,1
635,2013,TRUE,2
635,2014,TRUE,3
635,2015,TRUE,4
635,2016,TRUE,5
635,2017,TRUE,6
635,2018,TRUE,7
635,2019,TRUE,8
635,2020,TRUE,9
636,2004,FALSE,-9
636,2005,FALSE,-8
636,2006,FALSE,-7
636,2007,FALSE,-6
636,2008,FALSE,-5
636,2009,FALSE,-4
636,2010,FALSE,-3
636,2011,FALSE,-2
636,2012,FALSE,-1
636,2013,TRUE,-0
636,2014,TRUE,1
636,2015,TRUE,2
636,2016,TRUE,3
636,2017,TRUE,4
636,2018,TRUE,5
636,2019,TRUE,6
636,2020,TRUE,7
637,2004,TRUE,-0
637,2005,TRUE,1
637,2006,TRUE,2
637,2007,TRUE,3
637,2008,TRUE,4
637,2009,TRUE,5
637,2010,TRUE,6
637,2011,TRUE,7
637,2012,TRUE,8
637,2013,TRUE,9
637,2014,TRUE,10
637,2015,TRUE,11
637,2016,TRUE,12
637,2017,TRUE,13
637,2018,TRUE,14
637,2019,TRUE,15
637,2020,TRUE,16
638,2004,FALSE,-99
638,2005,FALSE,-99
638,2006,FALSE,-99
638,2007,FALSE,-99
638,2008,FALSE,-99
638,2009,FALSE,-99
638,2010,FALSE,-99
638,2011,FALSE,-99
638,2012,FALSE,-99
638,2013,FALSE,-99
638,2014,FALSE,-99
638,2015,FALSE,-99
638,2016,FALSE,-99
638,2017,FALSE,-99
638,2018,FALSE,-99
638,2019,FALSE,-99
638,2020,FALSE,-99
639,2004,FALSE,-99
639,2005,FALSE,-99
639,2006,FALSE,-99
639,2007,FALSE,-99
639,2008,FALSE,-99
639,2009,FALSE,-99
639,2010,FALSE,-99
639,2011,FALSE,-99
639,2012,FALSE,-99
639,2013,FALSE,-99
639,2014,FALSE,-99
639,2015,FALSE,-99
639,2016,FALSE,-99
639,2017,FALSE,-99
639,2018,FALSE,-99
639,2019,FALSE,-99
639,2020,FALSE,-99
640,2004,FALSE,-99
640,2005,FALSE,-99
640,2006,FALSE,-99
640,2007,FALSE,-99
640,2008,FALSE,-99
640,2009,FALSE,-99
640,2010,FALSE,-99
640,2011,FALSE,-99
640,2012,FALSE,-99
640,2013,FALSE,-99
640,2014,FALSE,-99
640,2015,FALSE,-99
640,2016,FALSE,-99
640,2017,FALSE,-99
640,2018,FALSE,-99
640,2019,FALSE,-99
640,2020,FALSE,-99
641,2004,TRUE,-0
641,2005,TRUE,1
641,2006,TRUE,2
641,2007,TRUE,3
641,2008,TRUE,4
641,2009,TRUE,5
641,2010,TRUE,6
641,2011,TRUE,7
641,2012,TRUE,8
641,2013,TRUE,9
641,2014,TRUE,10
641,2015,TRUE,11
641,2016,TRUE,12
641,2017,TRUE,13
641,2018,TRUE,14
641,2019,TRUE,15
641,2020,TRUE,16
642,2004,FALSE,-99
642,2005,FALSE,-99
642,2006,FALSE,-99
642,2007,FALSE,-99
642,2008,FALSE,-99
642,2009,FALSE,-99
642,2010,FALSE,-99
642,2011,FALSE,-99
642,2012,FALSE,-99
642,2013,FALSE,-99
642,2014,FALSE,-99
642,2015,FALSE,-99
642,2016,FALSE,-99
642,2017,FALSE,-99
642,2018,FALSE,-99
642,2019,FALSE,-99
642,2020,FALSE,-99
643,2004,FALSE,-99
643,2005,FALSE,-99
643,2006,FALSE,-99
643,2007,FALSE,-99
643,2008,FALSE,-99
643,2009,FALSE,-99
643,2010,FALSE,-99
643,2011,FALSE,-99
643,2012,FALSE,-99
643,2013,FALSE,-99
643,2014,FALSE,-99
643,2015,FALSE,-99
643,2016,FALSE,-99
643,2017,FALSE,-99
643,2018,FALSE,-99
643,2019,FALSE,-99
643,2020,FALSE,-99
644,2004,FALSE,-99
644,2005,FALSE,-99
644,2006,FALSE,-99
644,2007,FALSE,-99
644,2008,FALSE,-99
644,2009,FALSE,-99
644,2010,FALSE,-99
644,2011,FALSE,-99
644,2012,FALSE,-99
644,2013,FALSE,-99
644,2014,FALSE,-99
644,2015,FALSE,-99
644,2016,FALSE,-99
644,2017,FALSE,-99
644,2018,FALSE,-99
644,2019,FALSE,-99
644,2020,FALSE,-99
647,2004,FALSE,-99
647,2005,FALSE,-99
647,2006,FALSE,-99
647,2007,FALSE,-99
647,2008,FALSE,-99
647,2009,FALSE,-99
647,2010,FALSE,-99
647,2011,FALSE,-99
647,2012,FALSE,-99
647,2013,FALSE,-99
647,2014,FALSE,-99
647,2015,FALSE,-99
647,2016,FALSE,-99
647,2017,FALSE,-99
647,2018,FALSE,-99
647,2019,FALSE,-99
647,2020,FALSE,-99
648,2004,TRUE,-0
648,2005,TRUE,1
648,2006,TRUE,2
648,2007,TRUE,3
648,2008,TRUE,4
648,2009,TRUE,5
648,2010,TRUE,6
648,2011,TRUE,7
648,2012,TRUE,8
648,2013,TRUE,9
648,2014,TRUE,10
648,2015,TRUE,11
648,2016,TRUE,12
648,2017,TRUE,13
648,2018,TRUE,14
648,2019,TRUE,15
648,2020,TRUE,16
649,2004,FALSE,-99
649,2005,FALSE,-99
649,2006,FALSE,-99
649,2007,FALSE,-99
649,2008,FALSE,-99
649,2009,FALSE,-99
649,2010,FALSE,-99
649,2011,FALSE,-99
649,2012,FALSE,-99
649,2013,FALSE,-99
649,2014,FALSE,-99
649,2015,FALSE,-99
649,2016,FALSE,-99
649,2017,FALSE,-99
649,2018,FALSE,-99
649,2019,FALSE,-99
649,2020,FALSE,-99
650,2004,TRUE,-0
650,2005,TRUE,1
650,2006,TRUE,2
650,2007,TRUE,3
650,2008,TRUE,4
650,2009,TRUE,5
650,2010,TRUE,6
650,2011,TRUE,7
650,2012,TRUE,8
650,2013,TRUE,9
650,2014,TRUE,10
650,2015,TRUE,11
650,2016,TRUE,12
650,2017,TRUE,13
650,2018,TRUE,14
650,2019,TRUE,15
650,2020,TRUE,16
651,2004,FALSE,-99
651,2005,FALSE,-99
651,2006,FALSE,-99
651,2007,FALSE,-99
651,2008,FALSE,-99
651,2009,FALSE,-99
651,2010,FALSE,-99
651,2011,FALSE,-99
651,2012,FALSE,-99
651,2013,FALSE,-99
651,2014,FALSE,-99
651,2015,FALSE,-99
651,2016,FALSE,-99
651,2017,FALSE,-99
651,2018,FALSE,-99
651,2019,FALSE,-99
651,2020,FALSE,-99
652,2004,FALSE,-9
652,2005,FALSE,-8
652,2006,FALSE,-7
652,2007,FALSE,-6
652,2008,FALSE,-5
652,2009,FALSE,-4
652,2010,FALSE,-3
652,2011,FALSE,-2
652,2012,FALSE,-1
652,2013,TRUE,-0
652,2014,TRUE,1
652,2015,TRUE,2
652,2016,TRUE,3
652,2017,TRUE,4
652,2018,TRUE,5
652,2019,TRUE,6
652,2020,TRUE,7
656,2004,FALSE,-99
656,2005,FALSE,-99
656,2006,FALSE,-99
656,2007,FALSE,-99
656,2008,FALSE,-99
656,2009,FALSE,-99
656,2010,FALSE,-99
656,2011,FALSE,-99
656,2012,FALSE,-99
656,2013,FALSE,-99
656,2014,FALSE,-99
656,2015,FALSE,-99
656,2016,FALSE,-99
656,2017,FALSE,-99
656,2018,FALSE,-99
656,2019,FALSE,-99
656,2020,FALSE,-99
657,2004,FALSE,-99
657,2005,FALSE,-99
657,2006,FALSE,-99
657,2007,FALSE,-99
657,2008,FALSE,-99
657,2009,FALSE,-99
657,2010,FALSE,-99
657,2011,FALSE,-99
657,2012,FALSE,-99
657,2013,FALSE,-99
657,2014,FALSE,-99
657,2015,FALSE,-99
657,2016,FALSE,-99
657,2017,FALSE,-99
657,2018,FALSE,-99
657,2019,FALSE,-99
657,2020,FALSE,-99
658,2004,FALSE,-10
658,2005,FALSE,-9
658,2006,FALSE,-8
658,2007,FALSE,-7
658,2008,FALSE,-6
658,2009,FALSE,-5
658,2010,FALSE,-4
658,2011,FALSE,-3
658,2012,FALSE,-2
