code,year,word1
500,2004,0.37568769853224415
500,2005,0.17206722676411026
500,2006,0.23238293540798427
500,2007,0.2032111705473412
500,2008,0.14789023557519174
500,2009,0.21802025240836098
500,2010,0.12122255940463957
500,2011,0.15381449513176243
500,2012,0.12079008295264322
500,2013,0.15132241328590873
500,2014,0.1558299374362676
500,2015,0.15119325387524213
500,2016,0.17789380814412795
500,2017,0.1322951487108935
500,2018,0.1012467505767739
500,2019,0.1080511549710415
500,2020,0.10621740484943142
501,2004,0.18521434258566752
501,2005,0.21968403613158202
501,2006,0.21804549034159698
501,2007,0.21280759621154632
501,2008,0.24398082788681547
501,2009,0.15580310150957227
501,2010,0.15337449875478412
501,2011,0.16401435444494114
501,2012,0.1541226388960381
501,2013,0.14060676130796476
501,2014,0.14698989830029593
501,2015,0.15382218874230555
501,2016,0.1358930437235291
501,2017,0.1359008597858689
501,2018,0.10554423313716875
501,2019,0.09224342469340165
501,2020,0.09427420964009314
502,2004,0.2681513887449138
502,2005,0.389221371424923
502,2006,0.2196641566694227
502,2007,0.39346474744221666
502,2008,0.283172812379632
502,2009,0.40404531301140634
502,2010,0.23274246855799094
502,2011,0.11744919400995309
502,2012,0.24173993228811042
502,2013,0.2927568537750466
502,2014,0.23191453398035466
502,2015,0.18528724608521344
502,2016,0.2600912305699602
502,2017,0.32904230087601777
502,2018,0.14806618155156304
502,2019,0.11837772912394878
502,2020,0.11557932002700629
503,2004,0
503,2005,0
503,2006,0.5994006169322492
503,2007,0.32690909153172465
503,2008,0.1899626629799965
503,2009,0.2549793726000096
503,2010,0.25794724875021213
503,2011,0.28997553914860147
503,2012,0.27513488276274056
503,2013,0.19409616347585754
503,2014,0.2064397986441325
503,2015,0.32522013809218536
503,2016,0.20800092508811652
503,2017,0.1966453016020061
503,2018,0.17746167530860035
503,2019,0.14002439116522142
503,2020,0.14491116200376059
504,2004,0.2777379205599625
504,2005,0.2883247945408895
504,2006,0.3430754004071909
504,2007,0.24033538238970062
504,2008,0.2921612232526335
504,2009,0.1966896598939086
504,2010,0.18215900735785712
504,2011,0.17405307129202666
504,2012,0.18157044631571606
504,2013,0.18386585273186679
504,2014,0.1693529164273975
504,2015,0.18348153974027726
504,2016,0.17313259309437137
504,2017,0.15936287541186583
